"data","wojewodztwo","teryt","KTS.powiat","powiat","ludnosc","zakazenia","zakazenia.10.tys","zgony","zgony.Covid","zgony.inne","zgony.10.tys"
2020-11-25,"łódzkie","1063","051011963000","Skierniewice",48089,32,6.65432843269771,0,0,0,0
2020-11-25,"małopolskie","1201","011212001000","bocheński",106858,43,4.0240318927923,3,0,3,0.280746411125044
2020-11-25,"małopolskie","1202","011212402000","brzeski",93201,17,1.82401476379009,2,0,2,0.214589972210599
2020-11-25,"małopolskie","1203","011212303000","chrzanowski",124536,67,5.37997045031156,2,2,0,0.160596132845121
2020-11-25,"małopolskie","1204","011212404000","dąbrowski",59174,17,2.87288336093555,0,0,0,0
2020-11-25,"małopolskie","1205","011212205000","gorlicki",108886,46,4.22460187719266,0,0,0,0
2020-11-25,"małopolskie","1206","011212006000","krakowski",279239,139,4.97781470353353,9,5,4,0.322304549149653
2020-11-25,"małopolskie","1207","011212207000","limanowski",131764,13,0.986612428280866,2,1,1,0.151786527427826
2020-11-25,"małopolskie","1208","011212008000","miechowski",48818,7,1.43389733295096,2,2,0,0.409684952271703
2020-11-25,"małopolskie","1209","011212009000","myślenicki",127600,34,2.66457680250784,2,0,2,0.156739811912226
2020-11-25,"małopolskie","1210","011212210000","nowosądecki",216796,31,1.42991568110113,5,4,1,0.230631561467924
2020-11-25,"małopolskie","1211","011216911000","nowotarski",191782,5,0.260712684193511,10,0,10,0.521425368387023
2020-11-25,"małopolskie","1212","011212312000","olkuski",111217,35,3.14700090813455,7,0,7,0.62940018162691
2020-11-25,"małopolskie","1213","011212313000","oświęcimski",153486,16,1.04244035286606,1,0,1,0.0651525220541287
2020-11-25,"małopolskie","1214","011212014000","proszowicki",43222,9,2.08227291657027,1,0,1,0.231363657396696
2020-11-25,"małopolskie","1215","011216915000","suski",84232,18,2.1369550764555,1,0,1,0.11871972646975
2020-11-25,"małopolskie","1216","011212416000","tarnowski",201497,35,1.73699856573547,6,0,6,0.297771182697509
2020-11-25,"małopolskie","1217","011216917000","tatrzański",68072,4,0.587613115524738,1,0,1,0.146903278881185
2020-11-25,"małopolskie","1218","011212318000","wadowicki",160006,46,2.87489219154282,13,0,13,0.812469532392535
2020-11-25,"małopolskie","1219","011212019000","wielicki",129136,32,2.47800768182381,0,0,0,0
2020-11-25,"małopolskie","1261","011212161000","Kraków",779115,272,3.49114058900162,15,12,3,0.192526135422884
2020-11-25,"małopolskie","1262","011212262000","Nowy Sącz",83794,17,2.02878487719884,2,2,0,0.238680573788099
2020-11-25,"małopolskie","1263","011212463000","Tarnów",108470,30,2.76574167972711,2,0,2,0.184382778648474
2020-11-25,"mazowieckie","1401","071422701000","białobrzeski",33410,3,0.897934750074828,1,0,1,0.299311583358276
2020-11-25,"mazowieckie","1402","071422502000","ciechanowski",89423,29,3.24301354237724,2,0,2,0.223656106370844
2020-11-25,"mazowieckie","1403","071427103000","garwoliński",108981,14,1.28462759563594,3,1,2,0.275277341921986
2020-11-25,"mazowieckie","1404","071427004000","gostyniński",44899,9,2.0044989866144,0,0,0,0
2020-11-25,"mazowieckie","1405","071413005000","grodziski",95963,52,5.41875514521222,2,0,2,0.208413659431239
2020-11-25,"mazowieckie","1406","071427306000","grójecki",98311,19,1.93264232893572,1,0,1,0.101718017312407
2020-11-25,"mazowieckie","1407","071422707000","kozienicki",59997,12,2.00010000500025,0,0,0,0
2020-11-25,"mazowieckie","1408","071412908000","legionowski",118585,22,1.85520934350888,0,0,0,0
2020-11-25,"mazowieckie","1409","071422709000","lipski",33874,5,1.47605833382535,0,0,0,0
2020-11-25,"mazowieckie","1410","071427110000","łosicki",30774,5,1.62474816403457,3,0,3,0.974848898420745
2020-11-25,"mazowieckie","1411","071422611000","makowski",44892,3,0.668270515904838,1,0,1,0.222756838634946
2020-11-25,"mazowieckie","1412","071412912000","miński",154526,52,3.36512949277144,1,1,0,0.0647140287071431
2020-11-25,"mazowieckie","1413","071422513000","mławski",72626,13,1.78999256464627,3,0,3,0.413075207226062
2020-11-25,"mazowieckie","1414","071413014000","nowodworski",79378,23,2.89752828239563,1,0,1,0.12597949053894
2020-11-25,"mazowieckie","1415","071422615000","ostrołęcki",88654,9,1.01518262007354,1,0,1,0.11279806889706
2020-11-25,"mazowieckie","1416","071422616000","ostrowski",72328,33,4.56254839066475,1,0,1,0.138259042141356
2020-11-25,"mazowieckie","1417","071412917000","otwocki",124352,52,4.18167781780751,0,0,0,0
2020-11-25,"mazowieckie","1418","071413018000","piaseczyński",188281,75,3.98340777879871,3,0,3,0.159336311151948
2020-11-25,"mazowieckie","1419","071427019000","płocki",110952,46,4.14593698175788,3,0,3,0.27038719446247
2020-11-25,"mazowieckie","1420","071422520000","płoński",87054,48,5.51381900889103,2,0,2,0.229742458703793
2020-11-25,"mazowieckie","1421","071413021000","pruszkowski",165912,135,8.13684362794735,6,0,6,0.361637494575438
2020-11-25,"mazowieckie","1422","071422622000","przasnyski",52511,22,4.18959836986536,5,1,4,0.952181447696673
2020-11-25,"mazowieckie","1423","071422723000","przysuski",41455,3,0.723676275479436,0,0,0,0
2020-11-25,"mazowieckie","1424","071422524000","pułtuski",51824,1,0.192960790367397,1,0,1,0.192960790367397
2020-11-25,"mazowieckie","1425","071422725000","radomski",152291,40,2.62655048558352,1,1,0,0.065663762139588
2020-11-25,"mazowieckie","1426","071427126000","siedlecki",81362,4,0.491629999262555,1,0,1,0.122907499815639
2020-11-25,"mazowieckie","1427","071427027000","sierpecki",51954,7,1.34734572891404,2,0,2,0.384955922546868
2020-11-25,"mazowieckie","1428","071427328000","sochaczewski",85045,44,5.17373155388324,1,0,1,0.117584808042801
2020-11-25,"mazowieckie","1429","071427129000","sokołowski",53804,12,2.23031744851684,2,0,2,0.371719574752806
2020-11-25,"mazowieckie","1430","071422730000","szydłowiecki",39672,6,1.5124016938899,0,0,0,0
2020-11-25,"mazowieckie","1432","071413032000","warszawski zachodni",118613,57,4.80554408032846,1,0,1,0.0843077908829555
2020-11-25,"mazowieckie","1433","071427133000","węgrowski",65822,12,1.82309866002248,2,0,2,0.303849776670414
2020-11-25,"mazowieckie","1434","071412934000","wołomiński",249299,86,3.44967288276327,4,0,4,0.160449901523873
2020-11-25,"mazowieckie","1435","071422635000","wyszkowski",74220,11,1.48208030180544,0,0,0,0
2020-11-25,"mazowieckie","1436","071422736000","zwoleński",36166,1,0.276502792678206,0,0,0,0
2020-11-25,"mazowieckie","1437","071422537000","żuromiński",38515,3,0.778917304946125,1,0,1,0.259639101648708
2020-11-25,"mazowieckie","1438","071427338000","żyrardowski",75749,19,2.50828393774175,5,1,4,0.660074720458356
2020-11-25,"mazowieckie","1461","071422661000","Ostrołęka",52055,5,0.960522524253194,0,0,0,0
2020-11-25,"mazowieckie","1462","071427062000","Płock",119425,40,3.34938245760938,9,0,9,0.75361105296211
2020-11-25,"mazowieckie","1463","071422763000","Radom",211371,65,3.07516168253923,6,6,0,0.283861078388237
2020-11-25,"mazowieckie","1464","071427164000","Siedlce",78185,4,0.511607085758138,3,0,3,0.383705314318603
2020-11-25,"mazowieckie","1465","071412865000","Warszawa",1790658,476,2.6582407137488,16,0,16,0.0893526290335731
2020-11-25,"opolskie","1601","031613101000","brzeski",89804,13,1.44759698899826,1,0,1,0.111353614538328
2020-11-25,"opolskie","1602","031613102000","głubczycki",45552,42,9.22023182297155,5,0,5,1.09764664559185
2020-11-25,"opolskie","1603","031613203000","kędzierzyńsko-kozielski",93880,36,3.83468257349808,4,1,3,0.426075841499787
2020-11-25,"opolskie","1604","031613204000","kluczborski",65470,19,2.90209256147854,4,0,4,0.610966855048114
2020-11-25,"opolskie","1605","031613205000","krapkowicki",63747,38,5.96106483442358,2,0,2,0.313740254443346
2020-11-25,"opolskie","1606","031613106000","namysłowski",42634,30,7.03663742552892,2,1,1,0.469109161701928
2020-11-25,"opolskie","1607","031613107000","nyski",135948,71,5.22258510606997,10,0,10,0.735575367052108
2020-11-25,"opolskie","1608","031613208000","oleski",64293,7,1.08876549546607,0,0,0,0
2020-11-25,"opolskie","1609","031613209000","opolski",123726,57,4.606954075942,4,0,4,0.323295022873123
2020-11-25,"opolskie","1610","031613110000","prudnicki",55237,36,6.51737060303782,2,0,2,0.362076144613212
2020-11-25,"opolskie","1611","031613211000","strzelecki",74300,47,6.3257065948856,1,0,1,0.134589502018843
2020-11-25,"opolskie","1661","031613261000","Opole",128035,63,4.92052954270317,4,0,4,0.312414574139884
2020-11-25,"podkarpackie","1801","061813301000","bieszczadzki",21664,7,3.23116691285081,1,0,1,0.461595273264402
2020-11-25,"podkarpackie","1802","061813302000","brzozowski",65567,12,1.83018896701084,0,0,0,0
2020-11-25,"podkarpackie","1803","061813603000","dębicki",135299,24,1.77384903066542,3,0,3,0.221731128833177
2020-11-25,"podkarpackie","1804","061813404000","jarosławski",120247,45,3.74229710512528,4,0,4,0.332648631566692
2020-11-25,"podkarpackie","1805","061813305000","jasielski",113450,15,1.32216835610401,8,0,8,0.705156456588806
2020-11-25,"podkarpackie","1806","061813506000","kolbuszowski",62246,9,1.44587604022748,0,0,0,0
2020-11-25,"podkarpackie","1807","061813307000","krośnieński",112283,20,1.78121354078534,1,0,1,0.0890606770392669
2020-11-25,"podkarpackie","1808","061813608000","leżajski",69370,25,3.60386334150209,0,0,0,0
2020-11-25,"podkarpackie","1809","061813409000","lubaczowski",55217,35,6.33862759657352,1,1,0,0.181103645616386
2020-11-25,"podkarpackie","1810","061813510000","łańcucki",81049,54,6.66263618304976,3,0,3,0.370146454613876
2020-11-25,"podkarpackie","1811","061813611000","mielecki",136660,28,2.04888043319186,0,0,0,0
2020-11-25,"podkarpackie","1812","061813612000","niżański",66589,19,2.85332412260283,0,0,0,0
2020-11-25,"podkarpackie","1813","061813413000","przemyski",74061,17,2.29540513900703,1,0,1,0.135023831706296
2020-11-25,"podkarpackie","1814","061813414000","przeworski",78362,12,1.53135448304025,0,0,0,0
2020-11-25,"podkarpackie","1815","061813515000","ropczycko-sędziszowski",74515,2,0.268402335100315,2,0,2,0.268402335100315
2020-11-25,"podkarpackie","1816","061813516000","rzeszowski",169438,64,3.77719283749808,0,0,0,0
2020-11-25,"podkarpackie","1817","061813317000","sanocki",94385,22,2.33087884727446,0,0,0,0
2020-11-25,"podkarpackie","1818","061813618000","stalowowolski",106037,14,1.32029385969049,2,1,1,0.188613408527212
2020-11-25,"podkarpackie","1819","061813519000","strzyżowski",61386,15,2.44355390479914,2,1,1,0.325807187306552
2020-11-25,"podkarpackie","1820","061813620000","tarnobrzeski",52965,18,3.39847068819031,0,0,0,0
2020-11-25,"podkarpackie","1821","061813321000","leski",26441,2,0.756401043833441,1,0,1,0.37820052191672
2020-11-25,"podkarpackie","1861","061813361000","Krosno",46291,10,2.16024713227193,2,0,2,0.432049426454386
2020-11-25,"podkarpackie","1862","061813462000","Przemyśl",60689,10,1.64774506088418,2,0,2,0.329549012176836
2020-11-25,"podkarpackie","1863","061813563000","Rzeszów",196208,104,5.3004974312974,2,0,2,0.101932642909565
2020-11-25,"podkarpackie","1864","061813664000","Tarnobrzeg",46745,7,1.49748636217777,1,0,1,0.213926623168253
2020-11-25,"podlaskie","2001","062013901000","augustowski",58068,40,6.88847558035407,1,0,1,0.172211889508852
2020-11-25,"podlaskie","2002","062013702000","białostocki",149611,81,5.41404041146707,1,0,1,0.0668400050798404
2020-11-25,"podlaskie","2003","062013803000","bielski",54353,37,6.8073519400953,1,0,1,0.183982484867441
2020-11-25,"podlaskie","2004","062013904000","grajewski",47210,41,8.6846007201864,2,0,2,0.423639059521288
2020-11-25,"podlaskie","2005","062013805000","hajnowski",42610,10,2.34686693264492,2,0,2,0.469373386528984
2020-11-25,"podlaskie","2006","062013806000","kolneński",38057,8,2.10210999290538,0,0,0,0
2020-11-25,"podlaskie","2007","062013807000","łomżyński",50943,13,2.55187169974285,3,0,3,0.588893469171427
2020-11-25,"podlaskie","2008","062013908000","moniecki",40412,23,5.69137879837672,0,0,0,0
2020-11-25,"podlaskie","2009","062013909000","sejneński",19914,11,5.52375213417696,0,0,0,0
2020-11-25,"podlaskie","2010","062013810000","siemiatycki",44193,7,1.58396126083316,0,0,0,0
2020-11-25,"podlaskie","2011","062013711000","sokólski",66686,7,1.0496955882794,0,0,0,0
2020-11-25,"podlaskie","2012","062013912000","suwalski",35674,5,1.40158098334922,1,0,1,0.280316196669844
2020-11-25,"podlaskie","2013","062013813000","wysokomazowiecki",56860,17,2.98979950756243,1,0,1,0.175870559268378
2020-11-25,"podlaskie","2014","062013814000","zambrowski",43505,10,2.29858636938283,1,0,1,0.229858636938283
2020-11-25,"podlaskie","2061","062013761000","Białystok",297554,95,3.1926977960303,0,0,0,0
2020-11-25,"podlaskie","2062","062013862000","Łomża",62945,32,5.08380332035904,0,0,0,0
2020-11-25,"podlaskie","2063","062013963000","Suwałki",69758,12,1.72023280483959,0,0,0,0
2020-11-25,"pomorskie","2201","042214101000","bytowski",79198,23,2.90411374024597,2,2,0,0.252531629586606
2020-11-25,"pomorskie","2202","042217202000","chojnicki",97645,29,2.96994213733422,0,0,0,0
2020-11-25,"pomorskie","2203","042217203000","człuchowski",56085,14,2.49621110813943,4,4,0,0.713203173754123
2020-11-25,"pomorskie","2204","042214004000","gdański",118489,62,5.23255323278954,1,1,0,0.0843960198837023
2020-11-25,"pomorskie","2205","042214005000","kartuski",139397,56,4.01730309834501,6,6,0,0.430425331965537
2020-11-25,"pomorskie","2206","042217206000","kościerski",72688,22,3.02663438256659,1,1,0,0.137574290116663
2020-11-25,"pomorskie","2207","042214207000","kwidzyński",83174,90,10.8206891576695,0,0,0,0
2020-11-25,"pomorskie","2208","042214108000","lęborski",66115,10,1.51251607048325,0,0,0,0
2020-11-25,"pomorskie","2209","042214209000","malborski",63470,25,3.93886875689302,1,1,0,0.157554750275721
2020-11-25,"pomorskie","2210","042214010000","nowodworski",35580,22,6.18324901630129,1,0,1,0.281056773468241
2020-11-25,"pomorskie","2211","042214011000","pucki",86684,33,3.80693092150801,0,0,0,0
2020-11-25,"pomorskie","2212","042214112000","słupski",98686,61,6.18122124718805,0,0,0,0
2020-11-25,"pomorskie","2213","042214213000","starogardzki",128186,12,0.936139672039068,0,0,0,0
2020-11-25,"pomorskie","2214","042214214000","tczewski",115728,85,7.3448085165215,1,1,0,0.0864095119590765
2020-11-25,"pomorskie","2215","042214015000","wejherowski",217846,111,5.09534258145663,2,0,2,0.0918079744406599
2020-11-25,"pomorskie","2216","042214216000","sztumski",41302,15,3.63178538569561,1,1,0,0.242119025713041
2020-11-25,"pomorskie","2261","042214361000","Gdańsk",470907,265,5.62743811410746,3,3,0,0.0637068465748014
2020-11-25,"pomorskie","2262","042214362000","Gdynia",246348,117,4.74937892737104,2,2,0,0.0811859645704451
2020-11-25,"pomorskie","2263","042214163000","Słupsk",90681,63,6.94743110464155,0,0,0,0
2020-11-25,"pomorskie","2264","042214364000","Sopot",35719,11,3.07959349365884,0,0,0,0
2020-11-25,"śląskie","2401","012415001000","będziński",148089,53,3.57892888735828,0,0,0,0
2020-11-25,"śląskie","2402","012414402000","bielski",165960,88,5.30248252590986,2,0,2,0.120510966497951
2020-11-25,"śląskie","2403","012414403000","cieszyński",178191,55,3.08657564074504,3,0,3,0.168358671313366
2020-11-25,"śląskie","2404","012414604000","częstochowski",134555,32,2.37820965404481,1,0,1,0.0743190516889004
2020-11-25,"śląskie","2405","012414705000","gliwicki",115528,78,6.75160999930753,0,0,0,0
2020-11-25,"śląskie","2406","012414606000","kłobucki",84591,25,2.95539714626852,4,1,3,0.472863543402962
2020-11-25,"śląskie","2407","012414507000","lubliniecki",76451,18,2.35444925507842,0,0,0,0
2020-11-25,"śląskie","2408","012415108000","mikołowski",98990,37,3.73775128800889,0,0,0,0
2020-11-25,"śląskie","2409","012414609000","myszkowski",70880,9,1.26975169300226,2,0,2,0.282167042889391
2020-11-25,"śląskie","2410","012415110000","pszczyński",111539,30,2.68964218793427,1,0,1,0.0896547395978088
2020-11-25,"śląskie","2411","012414911000","raciborski",108211,44,4.06613006071471,1,0,1,0.0924120468344253
2020-11-25,"śląskie","2412","012414912000","rybnicki",78213,37,4.73067137176684,2,0,2,0.255711966041451
2020-11-25,"śląskie","2413","012414513000","tarnogórski",140519,93,6.61832207744148,0,0,0,0
2020-11-25,"śląskie","2414","012415114000","bieruńsko-lędziński",59776,27,4.51686295503212,2,0,2,0.33458244111349
2020-11-25,"śląskie","2415","012414915000","wodzisławski",157088,45,2.86463638215523,1,0,1,0.0636585862701161
2020-11-25,"śląskie","2416","012415016000","zawierciański",117624,43,3.65571652043801,1,0,1,0.0850166632660001
2020-11-25,"śląskie","2417","012414417000","żywiecki",152756,79,5.17164628557962,2,0,2,0.130927754065307
2020-11-25,"śląskie","2461","012414461000","Bielsko-Biała",170663,92,5.39074081669723,1,0,1,0.0585950088771438
2020-11-25,"śląskie","2462","012414562000","Bytom",165263,69,4.17516322467824,1,0,1,0.0605096119518586
2020-11-25,"śląskie","2463","012414863000","Chorzów",107807,50,4.63791776044227,1,0,1,0.0927583552088454
2020-11-25,"śląskie","2464","012414664000","Częstochowa",220433,84,3.81068170373764,5,0,5,0.226826291889145
2020-11-25,"śląskie","2465","012415065000","Dąbrowa Górnicza",119373,27,2.26181799904501,0,0,0,0
2020-11-25,"śląskie","2466","012414766000","Gliwice",178603,102,5.71099029691551,0,0,0,0
2020-11-25,"śląskie","2467","012414967000","Jastrzębie-Zdrój",88743,36,4.05665798992597,0,0,0,0
2020-11-25,"śląskie","2468","012415068000","Jaworzno",91115,37,4.06080228282939,1,0,1,0.109751413049443
2020-11-25,"śląskie","2469","012414869000","Katowice",292774,113,3.85963234440217,1,1,0,0.0341560384460369
2020-11-25,"śląskie","2470","012414870000","Mysłowice",74618,31,4.1544935538342,1,0,1,0.134015921091426
2020-11-25,"śląskie","2471","012414571000","Piekary Śląskie",55030,29,5.26985280755951,0,0,0,0
2020-11-25,"śląskie","2472","012414872000","Ruda Śląska",137360,93,6.77052999417589,3,0,3,0.218404193360513
2020-11-25,"śląskie","2473","012414973000","Rybnik",138098,55,3.98267896711031,5,1,4,0.362061724282756
2020-11-25,"śląskie","2474","012414874000","Siemianowice Śląskie",66841,20,2.99217546116904,1,1,0,0.149608773058452
2020-11-25,"śląskie","2475","012415075000","Sosnowiec",199974,89,4.45057857521478,7,0,7,0.350045505915769
2020-11-25,"śląskie","2476","012414876000","Świętochłowice",49557,17,3.43039328450068,0,0,0,0
2020-11-25,"śląskie","2477","012415177000","Tychy",127590,72,5.64307547613449,3,0,3,0.235128144838937
2020-11-25,"śląskie","2478","012414778000","Zabrze",172360,94,5.45370155488512,1,0,1,0.0580181016477141
2020-11-25,"śląskie","2479","012414979000","Żory",62472,38,6.08272506082725,0,0,0,0
2020-11-25,"świętokrzyskie","2601","052615301000","buski",71596,38,5.30755908151293,2,2,0,0.27934521481647
2020-11-25,"świętokrzyskie","2602","052615302000","jędrzejowski",85379,9,1.0541233792853,0,0,0,0
2020-11-25,"świętokrzyskie","2603","052615303000","kazimierski",33619,2,0.594901692495315,0,0,0,0
2020-11-25,"świętokrzyskie","2604","052615204000","kielecki",211259,46,2.17742202699057,3,0,3,0.14200578436895
2020-11-25,"świętokrzyskie","2605","052615205000","konecki",79858,16,2.00355631245461,1,0,1,0.125222269528413
2020-11-25,"świętokrzyskie","2606","052615306000","opatowski",52089,24,4.60749870414099,4,4,0,0.767916450690165
2020-11-25,"świętokrzyskie","2607","052615207000","ostrowiecki",108964,31,2.84497632245512,3,0,3,0.275320289269851
2020-11-25,"świętokrzyskie","2608","052615308000","pińczowski",38926,18,4.62415866002158,1,0,1,0.256897703334532
2020-11-25,"świętokrzyskie","2609","052615309000","sandomierski",77017,6,0.779048781437864,0,0,0,0
2020-11-25,"świętokrzyskie","2610","052615210000","skarżyski",73991,17,2.29757673230528,0,0,0,0
2020-11-25,"świętokrzyskie","2611","052615211000","starachowicki",89576,17,1.89782977583281,1,0,1,0.111637045637224
2020-11-25,"świętokrzyskie","2612","052615312000","staszowski",71776,9,1.25390102541239,0,0,0,0
2020-11-25,"świętokrzyskie","2613","052615313000","włoszczowski",45059,6,1.33158747420049,1,1,0,0.221931245700082
2020-11-25,"świętokrzyskie","2661","052615261000","Kielce",194852,64,3.28454416685484,3,0,3,0.153963007821321
2020-11-25,"warmińsko-mazurskie","2801","042815601000","bartoszycki",57231,41,7.16394960773008,2,0,2,0.349460956474638
2020-11-25,"warmińsko-mazurskie","2802","042815402000","braniewski",41034,8,1.94960276843593,2,0,2,0.487400692108983
2020-11-25,"warmińsko-mazurskie","2803","042815403000","działdowski",65139,20,3.07035723606442,5,0,5,0.767589309016104
2020-11-25,"warmińsko-mazurskie","2804","042815404000","elbląski",57211,63,11.0118683469962,2,1,1,0.349583122126864
2020-11-25,"warmińsko-mazurskie","2805","042815505000","ełcki",91560,41,4.4779379641765,4,0,4,0.436871996505024
2020-11-25,"warmińsko-mazurskie","2806","042815506000","giżycki",56565,13,2.29824096172545,0,0,0,0
2020-11-25,"warmińsko-mazurskie","2807","042815407000","iławski",92879,77,8.29035626998568,2,1,1,0.215333929090537
2020-11-25,"warmińsko-mazurskie","2808","042815608000","kętrzyński",62283,18,2.89003419873802,0,0,0,0
2020-11-25,"warmińsko-mazurskie","2809","042815609000","lidzbarski",41180,52,12.6274890723652,1,0,1,0.242836328314716
2020-11-25,"warmińsko-mazurskie","2810","042815610000","mrągowski",49762,8,1.6076524255456,2,0,2,0.401913106386399
2020-11-25,"warmińsko-mazurskie","2811","042815611000","nidzicki",32857,17,5.17393553885017,0,0,0,0
2020-11-25,"warmińsko-mazurskie","2812","042815412000","nowomiejski",43822,11,2.51015471680891,3,1,2,0.684587650038793
2020-11-25,"warmińsko-mazurskie","2813","042815513000","olecki",34148,16,4.68548670493148,4,0,4,1.17137167623287
2020-11-25,"warmińsko-mazurskie","2814","042815614000","olsztyński",126781,109,8.59750278038507,1,0,1,0.0788761722971108
2020-11-25,"warmińsko-mazurskie","2815","042815415000","ostródzki",104151,43,4.12862094459007,4,0,4,0.384057762287448
2020-11-25,"warmińsko-mazurskie","2816","042815516000","piski",56135,6,1.06885187494433,1,1,0,0.178141979157388
2020-11-25,"warmińsko-mazurskie","2817","042815617000","szczycieński",69376,33,4.75668819188192,0,0,0,0
2020-11-25,"warmińsko-mazurskie","2818","042815518000","gołdapski",26689,16,5.99497920491588,0,0,0,0
2020-11-25,"warmińsko-mazurskie","2819","042815519000","węgorzewski",22638,8,3.53388108490149,0,0,0,0
2020-11-25,"warmińsko-mazurskie","2861","042815461000","Elbląg",119317,109,9.13532857849259,0,0,0,0
2020-11-25,"warmińsko-mazurskie","2862","042815662000","Olsztyn",171979,149,8.66384849312998,1,0,1,0.0581466341820804
2020-11-25,"wielkopolskie","3001","023016001000","chodzieski",47055,5,1.06258633513973,2,0,2,0.425034534055892
2020-11-25,"wielkopolskie","3002","023016002000","czarnkowsko-trzcianecki",86990,46,5.28796413380848,0,0,0,0
2020-11-25,"wielkopolskie","3003","023015803000","gnieźnieński",145418,41,2.81945838892022,2,0,2,0.137534555557084
2020-11-25,"wielkopolskie","3004","023015904000","gostyński",75908,10,1.31738420192865,4,0,4,0.52695368077146
2020-11-25,"wielkopolskie","3005","023015905000","grodziski",51893,22,4.23949280249745,2,0,2,0.385408436590677
2020-11-25,"wielkopolskie","3006","023015706000","jarociński",71563,7,0.978159104565208,4,0,4,0.558948059751548
2020-11-25,"wielkopolskie","3007","023015707000","kaliski",83026,15,1.80666297304459,0,0,0,0
2020-11-25,"wielkopolskie","3008","023015708000","kępiński",56451,23,4.07432994986803,3,2,1,0.531434341287134
2020-11-25,"wielkopolskie","3009","023015809000","kolski",86727,8,0.922434766566352,3,0,3,0.345913037462382
2020-11-25,"wielkopolskie","3010","023015810000","koniński",130053,16,1.2302676601078,2,0,2,0.153783457513475
2020-11-25,"wielkopolskie","3011","023015911000","kościański",79183,11,1.38918707298284,1,0,1,0.126289733907531
2020-11-25,"wielkopolskie","3012","023015712000","krotoszyński",77274,18,2.32937339855579,0,0,0,0
2020-11-25,"wielkopolskie","3013","023015913000","leszczyński",57201,27,4.72019719934966,0,0,0,0
2020-11-25,"wielkopolskie","3014","023015914000","międzychodzki",36751,3,0.816304318249844,0,0,0,0
2020-11-25,"wielkopolskie","3015","023015915000","nowotomyski",75543,44,5.82449730617,0,0,0,0
2020-11-25,"wielkopolskie","3016","023016116000","obornicki",59825,25,4.17885499373172,1,0,1,0.167154199749269
2020-11-25,"wielkopolskie","3017","023015717000","ostrowski",161581,42,2.59931551358142,1,0,1,0.0618884646090815
2020-11-25,"wielkopolskie","3018","023015718000","ostrzeszowski",55500,14,2.52252252252252,0,0,0,0
2020-11-25,"wielkopolskie","3019","023016019000","pilski",136112,124,9.11014458681086,2,1,1,0.146937815916304
2020-11-25,"wielkopolskie","3020","023015720000","pleszewski",63014,4,0.634779572793348,1,0,1,0.158694893198337
2020-11-25,"wielkopolskie","3021","023016121000","poznański",399272,253,6.33653248913022,12,0,12,0.300546995531868
2020-11-25,"wielkopolskie","3022","023015922000","rawicki",60262,16,2.65507284856128,0,0,0,0
2020-11-25,"wielkopolskie","3023","023015823000","słupecki",59077,8,1.35416490343112,1,0,1,0.169270612928889
2020-11-25,"wielkopolskie","3024","023016124000","szamotulski",91664,21,2.290975737476,0,0,0,0
2020-11-25,"wielkopolskie","3025","023016125000","średzki",58879,23,3.9063163436879,1,1,0,0.169839841029909
2020-11-25,"wielkopolskie","3026","023016126000","śremski",61425,5,0.814000814000814,4,0,4,0.651200651200651
2020-11-25,"wielkopolskie","3027","023015827000","turecki",83894,11,1.3111783917801,2,0,2,0.238396071232746
2020-11-25,"wielkopolskie","3028","023016028000","wągrowiecki",70233,17,2.42051457292156,3,1,2,0.42714963051557
2020-11-25,"wielkopolskie","3029","023015929000","wolsztyński",57446,19,3.30745395675939,0,0,0,0
2020-11-25,"wielkopolskie","3030","023015830000","wrzesiński",77994,60,7.69289945380414,0,0,0,0
2020-11-25,"wielkopolskie","3031","023016031000","złotowski",69433,70,10.0816614578082,2,0,2,0.288047470223093
2020-11-25,"wielkopolskie","3061","023015761000","Kalisz",100246,26,2.59361969554895,1,0,1,0.0997546036749596
2020-11-25,"wielkopolskie","3062","023015862000","Konin",73522,10,1.36013710181986,1,0,1,0.136013710181986
2020-11-25,"wielkopolskie","3063","023015963000","Leszno",63505,65,10.2354145342886,1,1,0,0.157467915912133
2020-11-25,"wielkopolskie","3064","023016264000","Poznań",534813,311,5.81511668564526,10,0,10,0.186981243911423
2020-11-25,"zachodniopomorskie","3201","023216301000","białogardzki",47560,37,7.77964676198486,0,0,0,0
2020-11-25,"zachodniopomorskie","3202","023216402000","choszczeński",48243,4,0.82913583317787,0,0,0,0
2020-11-25,"zachodniopomorskie","3203","023216403000","drawski",57015,41,7.19109006401824,0,0,0,0
2020-11-25,"zachodniopomorskie","3204","023216604000","goleniowski",82421,49,5.94508681040026,1,1,0,0.121328302253067
2020-11-25,"zachodniopomorskie","3205","023216605000","gryficki",60277,21,3.48391592149576,0,0,0,0
2020-11-25,"zachodniopomorskie","3206","023216606000","gryfiński",81882,33,4.0301897853008,1,0,1,0.122126963190933
2020-11-25,"zachodniopomorskie","3207","023216607000","kamieński",46999,24,5.10649162748144,1,0,1,0.212770484478393
2020-11-25,"zachodniopomorskie","3208","023216308000","kołobrzeski",79438,34,4.28006747400488,3,0,3,0.377653012412196
2020-11-25,"zachodniopomorskie","3209","023216309000","koszaliński",66480,18,2.70758122743682,0,0,0,0
2020-11-25,"zachodniopomorskie","3210","023216410000","myśliborski",65638,30,4.57052317255248,0,0,0,0
2020-11-25,"zachodniopomorskie","3211","023216611000","policki",80652,66,8.18330605564648,1,0,1,0.123989485691613
