"data","wojewodztwo","teryt","KTS.powiat","powiat","ludnosc","zakazenia","zakazenia.10.tys","zgony","zgony.Covid","zgony.inne","zgony.10.tys"
2020-11-26,"świętokrzyskie","2608","052615308000","pińczowski",38926,17,4.36726095668705,0,0,0,0
2020-11-26,"świętokrzyskie","2609","052615309000","sandomierski",77017,64,8.30985366867055,0,0,0,0
2020-11-26,"świętokrzyskie","2610","052615210000","skarżyski",73991,30,4.05454717465638,0,0,0,0
2020-11-26,"świętokrzyskie","2611","052615211000","starachowicki",89576,81,9.04260069661516,2,0,2,0.223274091274448
2020-11-26,"świętokrzyskie","2612","052615312000","staszowski",71776,11,1.53254569772626,0,0,0,0
2020-11-26,"świętokrzyskie","2613","052615313000","włoszczowski",45059,12,2.66317494840099,1,0,1,0.221931245700082
2020-11-26,"świętokrzyskie","2661","052615261000","Kielce",194852,63,3.23322316424774,1,0,1,0.0513210026071069
2020-11-26,"warmińsko-mazurskie","2801","042815601000","bartoszycki",57231,50,8.73652391186595,2,0,2,0.349460956474638
2020-11-26,"warmińsko-mazurskie","2802","042815402000","braniewski",41034,47,11.4539162645611,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2803","042815403000","działdowski",65139,66,10.1321788790126,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2804","042815404000","elbląski",57211,55,9.61353585848875,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2805","042815505000","ełcki",91560,78,8.51900393184797,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2806","042815506000","giżycki",56565,43,7.60187395032264,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2807","042815407000","iławski",92879,80,8.61335716362149,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2808","042815608000","kętrzyński",62283,35,5.61951094199059,3,0,3,0.481672366456336
2020-11-26,"warmińsko-mazurskie","2809","042815609000","lidzbarski",41180,44,10.6847984458475,3,0,3,0.728508984944148
2020-11-26,"warmińsko-mazurskie","2810","042815610000","mrągowski",49762,50,10.04782765966,1,0,1,0.2009565531932
2020-11-26,"warmińsko-mazurskie","2811","042815611000","nidzicki",32857,21,6.39133213622668,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2812","042815412000","nowomiejski",43822,35,7.98685591711926,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2813","042815513000","olecki",34148,61,17.8634180625512,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2814","042815614000","olsztyński",126781,68,5.36357971620353,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2815","042815415000","ostródzki",104151,65,6.24093863717103,4,0,4,0.384057762287448
2020-11-26,"warmińsko-mazurskie","2816","042815516000","piski",56135,69,12.2917965618598,2,2,0,0.356283958314777
2020-11-26,"warmińsko-mazurskie","2817","042815617000","szczycieński",69376,38,5.47739852398524,1,0,1,0.144142066420664
2020-11-26,"warmińsko-mazurskie","2818","042815518000","gołdapski",26689,9,3.37217580276518,2,0,2,0.749372400614485
2020-11-26,"warmińsko-mazurskie","2819","042815519000","węgorzewski",22638,13,5.74255676296493,0,0,0,0
2020-11-26,"warmińsko-mazurskie","2861","042815461000","Elbląg",119317,140,11.7334495503575,4,1,3,0.335241415724499
2020-11-26,"warmińsko-mazurskie","2862","042815662000","Olsztyn",171979,143,8.31496868803749,0,0,0,0
2020-11-26,"wielkopolskie","3001","023016001000","chodzieski",47055,33,7.01306981192222,0,0,0,0
2020-11-26,"wielkopolskie","3002","023016002000","czarnkowsko-trzcianecki",86990,70,8.04690194275204,0,0,0,0
2020-11-26,"wielkopolskie","3003","023015803000","gnieźnieński",145418,32,2.20055288891334,3,0,3,0.206301833335626
2020-11-26,"wielkopolskie","3004","023015904000","gostyński",75908,13,1.71259946250725,1,0,1,0.131738420192865
2020-11-26,"wielkopolskie","3005","023015905000","grodziski",51893,10,1.92704218295338,1,0,1,0.192704218295338
2020-11-26,"wielkopolskie","3006","023015706000","jarociński",71563,26,3.63316238838506,1,0,1,0.139737014937887
2020-11-26,"wielkopolskie","3007","023015707000","kaliski",83026,8,0.96355358562378,0,0,0,0
2020-11-26,"wielkopolskie","3008","023015708000","kępiński",56451,40,7.08579121716179,1,1,0,0.177144780429045
2020-11-26,"wielkopolskie","3009","023015809000","kolski",86727,16,1.8448695331327,4,0,4,0.461217383283176
2020-11-26,"wielkopolskie","3010","023015810000","koniński",130053,54,4.15215335286383,3,0,3,0.230675186270213
2020-11-26,"wielkopolskie","3011","023015911000","kościański",79183,41,5.17787909020876,2,0,2,0.252579467815061
2020-11-26,"wielkopolskie","3012","023015712000","krotoszyński",77274,37,4.78815643036468,0,0,0,0
2020-11-26,"wielkopolskie","3013","023015913000","leszczyński",57201,22,3.8460866068775,0,0,0,0
2020-11-26,"wielkopolskie","3014","023015914000","międzychodzki",36751,10,2.72101439416615,3,0,3,0.816304318249844
2020-11-26,"wielkopolskie","3015","023015915000","nowotomyski",75543,5,0.661874693882954,2,0,2,0.264749877553182
2020-11-26,"wielkopolskie","3016","023016116000","obornicki",59825,55,9.19348098620978,1,0,1,0.167154199749269
2020-11-26,"wielkopolskie","3017","023015717000","ostrowski",161581,48,2.97064630123591,1,1,0,0.0618884646090815
2020-11-26,"wielkopolskie","3018","023015718000","ostrzeszowski",55500,29,5.22522522522523,2,0,2,0.36036036036036
2020-11-26,"wielkopolskie","3019","023016019000","pilski",136112,79,5.80404372869402,1,0,1,0.0734689079581521
2020-11-26,"wielkopolskie","3020","023015720000","pleszewski",63014,22,3.49128765036341,1,0,1,0.158694893198337
2020-11-26,"wielkopolskie","3021","023016121000","poznański",399272,251,6.28644132320824,0,0,0,0
2020-11-26,"wielkopolskie","3022","023015922000","rawicki",60262,20,3.3188410607016,2,0,2,0.33188410607016
2020-11-26,"wielkopolskie","3023","023015823000","słupecki",59077,60,10.1562367757334,0,0,0,0
2020-11-26,"wielkopolskie","3024","023016124000","szamotulski",91664,48,5.23651597137371,1,0,1,0.109094082736952
2020-11-26,"wielkopolskie","3025","023016125000","średzki",58879,22,3.73647650265799,4,4,0,0.679359364119635
2020-11-26,"wielkopolskie","3026","023016126000","śremski",61425,60,9.76800976800977,1,0,1,0.162800162800163
2020-11-26,"wielkopolskie","3027","023015827000","turecki",83894,36,4.29112928218943,0,0,0,0
2020-11-26,"wielkopolskie","3028","023016028000","wągrowiecki",70233,23,3.2748138339527,1,1,0,0.142383210171857
2020-11-26,"wielkopolskie","3029","023015929000","wolsztyński",57446,21,3.65560700483933,0,0,0,0
2020-11-26,"wielkopolskie","3030","023015830000","wrzesiński",77994,82,10.5136292535323,2,0,2,0.256429981793471
2020-11-26,"wielkopolskie","3031","023016031000","złotowski",69433,34,4.89680699379258,1,0,1,0.144023735111546
2020-11-26,"wielkopolskie","3061","023015761000","Kalisz",100246,28,2.79312890289887,2,0,2,0.199509207349919
2020-11-26,"wielkopolskie","3062","023015862000","Konin",73522,63,8.56886374146514,0,0,0,0
2020-11-26,"wielkopolskie","3063","023015963000","Leszno",63505,35,5.51137705692465,1,1,0,0.157467915912133
2020-11-26,"wielkopolskie","3064","023016264000","Poznań",534813,235,4.39405923191845,3,0,3,0.056094373173427
2020-11-26,"zachodniopomorskie","3201","023216301000","białogardzki",47560,18,3.78469301934399,0,0,0,0
2020-11-26,"zachodniopomorskie","3202","023216402000","choszczeński",48243,3,0.621851874883403,0,0,0,0
2020-11-26,"zachodniopomorskie","3203","023216403000","drawski",57015,25,4.38481101464527,1,0,1,0.175392440585811
2020-11-26,"zachodniopomorskie","3204","023216604000","goleniowski",82421,50,6.06641511265333,1,0,1,0.121328302253067
2020-11-26,"zachodniopomorskie","3205","023216605000","gryficki",60277,27,4.47932047049455,1,0,1,0.165900758166465
2020-11-26,"zachodniopomorskie","3206","023216606000","gryfiński",81882,28,3.41955496934613,1,0,1,0.122126963190933
2020-11-26,"zachodniopomorskie","3207","023216607000","kamieński",46999,31,6.59588501883019,0,0,0,0
2020-11-26,"zachodniopomorskie","3208","023216308000","kołobrzeski",79438,44,5.5389108487122,2,1,1,0.251768674941464
2020-11-26,"zachodniopomorskie","3209","023216309000","koszaliński",66480,31,4.66305655836342,0,0,0,0
2020-11-26,"zachodniopomorskie","3210","023216410000","myśliborski",65638,38,5.78932935189981,0,0,0,0
2020-11-26,"zachodniopomorskie","3211","023216611000","policki",80652,45,5.5795268561226,1,0,1,0.123989485691613
2020-11-26,"zachodniopomorskie","3212","023216412000","pyrzycki",39336,14,3.55908074028879,0,0,0,0
2020-11-26,"zachodniopomorskie","3213","023216313000","sławieński",56134,26,4.63177396943029,1,1,0,0.178145152670396
2020-11-26,"zachodniopomorskie","3214","023216614000","stargardzki",120186,85,7.07237115803837,1,0,1,0.0832043665651573
2020-11-26,"zachodniopomorskie","3215","023216415000","szczecinecki",77630,51,6.5696251449182,5,0,5,0.644080896560608
2020-11-26,"zachodniopomorskie","3216","023216416000","świdwiński",46724,22,4.70850098450475,2,0,2,0.428045544045886
2020-11-26,"zachodniopomorskie","3217","023216417000","wałecki",53039,42,7.91870133298139,0,0,0,0
2020-11-26,"zachodniopomorskie","3218","023216418000","łobeski",36696,20,5.45018530630041,0,0,0,0
2020-11-26,"zachodniopomorskie","3261","023216361000","Koszalin",107048,39,3.64322546894851,0,0,0,0
2020-11-26,"zachodniopomorskie","3262","023216562000","Szczecin",401907,327,8.13621061588875,6,0,6,0.149288268181445
2020-11-26,"zachodniopomorskie","3263","023216663000","Świnoujście",40888,25,6.11426335355116,1,1,0,0.244570534142047
2020-11-27,"dolnośląskie","0201","030210101000","bolesławiecki",90103,45,4.99428431905708,1,0,1,0.110984095979046
2020-11-27,"dolnośląskie","0202","030210302000","dzierżoniowski",100813,52,5.15806493210201,0,0,0,0
2020-11-27,"dolnośląskie","0203","030210203000","głogowski",89102,47,5.27485353864111,1,1,0,0.112230926354066
2020-11-27,"dolnośląskie","0204","030210204000","górowski",34870,48,13.7654143963292,0,0,0,0
2020-11-27,"dolnośląskie","0205","030210105000","jaworski",50116,8,1.59629659190678,0,0,0,0
2020-11-27,"dolnośląskie","0206","030210106000","jeleniogórski",63591,21,3.30235410671321,1,0,1,0.157254957462534
2020-11-27,"dolnośląskie","0207","030210107000","kamiennogórski",43239,25,5.78181734082657,0,0,0,0
2020-11-27,"dolnośląskie","0208","030210308000","kłodzki",157996,62,3.92414997848047,26,0,26,1.64561128129826
2020-11-27,"dolnośląskie","0209","030210209000","legnicki",55166,46,8.3384693470616,0,0,0,0
2020-11-27,"dolnośląskie","0210","030210110000","lubański",54254,15,2.76477310428724,3,3,0,0.552954620857448
2020-11-27,"dolnośląskie","0211","030210211000","lubiński",106150,77,7.25388601036269,3,0,3,0.282618935468676
2020-11-27,"dolnośląskie","0212","030210112000","lwówecki",45925,2,0.435492651061513,0,0,0,0
2020-11-27,"dolnośląskie","0213","030210413000","milicki",36999,22,5.94610665153112,0,0,0,0
2020-11-27,"dolnośląskie","0214","030210414000","oleśnicki",107269,32,2.983154499436,0,0,0,0
2020-11-27,"dolnośląskie","0215","030210415000","oławski",76752,53,6.90535751511361,2,0,2,0.260579528872212
2020-11-27,"dolnośląskie","0216","030210216000","polkowicki",63065,17,2.69563149131848,0,0,0,0
2020-11-27,"dolnośląskie","0217","030210417000","strzeliński",43570,4,0.918062887307781,1,1,0,0.229515721826945
2020-11-27,"dolnośląskie","0218","030210418000","średzki",55079,19,3.44959058806442,1,0,1,0.181557399371811
2020-11-27,"dolnośląskie","0219","030210319000","świdnicki",156921,42,2.67650601257958,1,0,1,0.0637263336328471
2020-11-27,"dolnośląskie","0220","030210420000","trzebnicki",85253,37,4.34002322498915,0,0,0,0
2020-11-27,"dolnośląskie","0221","030210321000","wałbrzyski",55611,18,3.23676970383557,0,0,0,0
2020-11-27,"dolnośląskie","0222","030210422000","wołowski",46818,26,5.55341962493058,0,0,0,0
2020-11-27,"dolnośląskie","0223","030210423000","wrocławski",151385,76,5.02031244839317,3,0,3,0.198170228226046
2020-11-27,"dolnośląskie","0224","030210324000","ząbkowicki",64802,31,4.78380296904417,3,0,3,0.462948674423629
2020-11-27,"dolnośląskie","0225","030210125000","zgorzelecki",89188,81,9.08193927434184,5,5,0,0.5606135354532
2020-11-27,"dolnośląskie","0226","030210126000","złotoryjski",43490,10,2.29937916762474,2,0,2,0.459875833524948
2020-11-27,"dolnośląskie","0261","030210161000","Jelenia Góra",79061,22,2.78266148922984,0,0,0,0
2020-11-27,"dolnośląskie","0262","030210262000","Legnica",99350,37,3.72420734776044,2,2,0,0.201308505284348
2020-11-27,"dolnośląskie","0264","030210564000","Wrocław",642869,297,4.61991478823835,7,0,7,0.10888688053087
2020-11-27,"dolnośląskie","0265","030210365000","Wałbrzych",111356,46,4.13089550630411,3,0,3,0.269406228672007
2020-11-27,"kujawsko-pomorskie","0401","040410801000","aleksandrowski",55066,37,6.71920967566193,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0402","040410702000","brodnicki",79097,52,6.5742063542233,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0403","040410603000","bydgoski",118683,70,5.89806459223309,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0404","040410704000","chełmiński",51925,23,4.42946557534906,3,0,3,0.577756379393356
2020-11-27,"kujawsko-pomorskie","0405","040410705000","golubsko-dobrzyński",45018,37,8.21893464836288,3,0,3,0.666400106624017
2020-11-27,"kujawsko-pomorskie","0406","040410706000","grudziądzki",40238,20,4.97042596550524,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0407","040416707000","inowrocławski",159814,115,7.1958651932872,3,0,3,0.187718222433579
2020-11-27,"kujawsko-pomorskie","0408","040410808000","lipnowski",65750,34,5.17110266159696,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0409","040416709000","mogileński",45619,36,7.89144873846424,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0410","040416710000","nakielski",86311,58,6.71988506679334,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0411","040410811000","radziejowski",40321,31,7.68830138141415,2,0,2,0.496019443962203
2020-11-27,"kujawsko-pomorskie","0412","040410712000","rypiński",43486,10,2.29959067286023,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0413","040416813000","sępoleński",41056,32,7.79423226812159,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0414","040416814000","świecki",98952,91,9.19637804187889,8,0,8,0.808472794890452
2020-11-27,"kujawsko-pomorskie","0415","040410615000","toruński",108345,79,7.29152245142831,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0416","040416816000","tucholski",48383,18,3.72031498666887,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0417","040410717000","wąbrzeski",34194,25,7.3112241913786,0,0,0,0
2020-11-27,"kujawsko-pomorskie","0418","040410818000","włocławski",86037,40,4.64916256959215,2,0,2,0.232458128479608
2020-11-27,"kujawsko-pomorskie","0419","040416719000","żniński",70190,71,10.1154010542812,3,0,3,0.427411312152728
2020-11-27,"kujawsko-pomorskie","0461","040410661000","Bydgoszcz",348190,205,5.88759010884862,2,0,2,0.0574399035009621
2020-11-27,"kujawsko-pomorskie","0462","040410762000","Grudziądz",94368,58,6.1461512377077,1,0,1,0.105968124788064
2020-11-27,"kujawsko-pomorskie","0463","040410663000","Toruń",201447,153,7.59504981459143,3,0,3,0.148922545384146
2020-11-27,"kujawsko-pomorskie","0464","040410864000","Włocławek",109883,73,6.64342982991,0,0,0,0
2020-11-27,"lubelskie","0601","060610901000","bialski",110772,46,4.15267396092875,7,3,4,0.631928646228289
2020-11-27,"lubelskie","0602","060611002000","biłgorajski",100919,25,2.4772342175408,0,0,0,0
2020-11-27,"lubelskie","0603","060611003000","chełmski",78014,16,2.05091393852385,2,1,1,0.256364242315482
2020-11-27,"lubelskie","0604","060611004000","hrubieszowski",62847,13,2.06851560138113,3,0,3,0.477349754164877
2020-11-27,"lubelskie","0605","060611205000","janowski",45709,12,2.62530355072305,2,0,2,0.437550591787175
2020-11-27,"lubelskie","0606","060611006000","krasnostawski",63258,25,3.95206930348731,0,0,0,0
2020-11-27,"lubelskie","0607","060611207000","kraśnicki",95348,25,2.62197424172505,1,0,1,0.104878969669002
2020-11-27,"lubelskie","0608","060611108000","lubartowski",88352,40,4.52734516479536,3,2,1,0.339550887359652
2020-11-27,"lubelskie","0609","060611109000","lubelski",155566,76,4.88538626692208,0,0,0,0
2020-11-27,"lubelskie","0610","060611110000","łęczyński",57331,25,4.36064258429122,0,0,0,0
2020-11-27,"lubelskie","0611","060611211000","łukowski",106816,17,1.59152186938286,2,0,2,0.187237866986219
2020-11-27,"lubelskie","0612","060611212000","opolski",59208,29,4.89798675854614,1,0,1,0.168896095122281
2020-11-27,"lubelskie","0613","060610913000","parczewski",34711,14,4.03330356371179,2,0,2,0.576186223387399
2020-11-27,"lubelskie","0614","060611214000","puławski",113173,38,3.35769132213514,0,0,0,0
2020-11-27,"lubelskie","0615","060610915000","radzyński",58858,13,2.2087056984607,1,1,0,0.169900438343131
2020-11-27,"lubelskie","0616","060611216000","rycki",55988,18,3.2149746374223,0,0,0,0
2020-11-27,"lubelskie","0617","060611117000","świdnicki",71840,62,8.63028953229399,1,0,1,0.139198218262806
2020-11-27,"lubelskie","0618","060611018000","tomaszowski",82762,6,0.724970397042121,2,0,2,0.24165679901404
2020-11-27,"lubelskie","0619","060610919000","włodawski",38353,19,4.95398013193231,3,1,2,0.78220738925247
2020-11-27,"lubelskie","0620","060611020000","zamojski",106122,26,2.45001036542847,2,0,2,0.18846233580219
2020-11-27,"lubelskie","0661","060610961000","Biała Podlaska",57170,29,5.07259051950324,2,1,1,0.349833828931258
2020-11-27,"lubelskie","0662","060611062000","Chełm",61932,13,2.09907640638119,1,1,0,0.161467415875476
2020-11-27,"lubelskie","0663","060611163000","Lublin",339784,189,5.56235726226073,1,0,1,0.0294304617050832
2020-11-27,"lubelskie","0664","060611064000","Zamość",63437,26,4.09855447136529,1,1,0,0.157636710437127
2020-11-27,"lubuskie","0801","020811301000","gorzowski",71836,29,4.03697310540676,4,4,0,0.556823876607829
2020-11-27,"lubuskie","0802","020811402000","krośnieński",54829,37,6.74825366138357,1,1,0,0.182385234091448
2020-11-27,"lubuskie","0803","020811303000","międzyrzecki",57565,26,4.51663337097194,6,0,6,1.04230000868583
2020-11-27,"lubuskie","0804","020811404000","nowosolski",86156,47,5.45522076233808,1,1,0,0.116068526858257
2020-11-27,"lubuskie","0805","020811305000","słubicki",46929,26,5.54028425920007,1,0,1,0.21308785612308
2020-11-27,"lubuskie","0806","020811306000","strzelecko-drezdenecki",49009,9,1.83639739639658,0,0,0,0
2020-11-27,"lubuskie","0807","020811307000","sulęciński",35193,6,1.70488449407553,1,0,1,0.284147415679254
2020-11-27,"lubuskie","0808","020811408000","świebodziński",55790,22,3.94335902491486,1,0,1,0.179243592041585
2020-11-27,"lubuskie","0809","020811409000","zielonogórski",75559,55,7.27907992429757,1,0,1,0.132346907714501
2020-11-27,"lubuskie","0810","020811410000","żagański",78953,55,6.96616974655808,3,0,3,0.379972895266804
2020-11-27,"lubuskie","0811","020811411000","żarski",96111,36,3.74566907013765,2,0,2,0.208092726118759
2020-11-27,"lubuskie","0812","020811412000","wschowski",38831,15,3.86289304936777,0,0,0,0
2020-11-27,"lubuskie","0861","020811361000","Gorzów Wielkopolski",123609,36,2.91240929058564,0,0,0,0
2020-11-27,"lubuskie","0862","020811462000","Zielona Góra",141222,95,6.72699721006642,6,0,6,0.424862981688405
2020-11-27,"łódzkie","1001","051011701000","bełchatowski",112779,39,3.45809060197377,0,0,0,0
2020-11-27,"łódzkie","1002","051011902000","kutnowski",96569,23,2.38171669997618,0,0,0,0
2020-11-27,"łódzkie","1003","051011803000","łaski",49918,14,2.80459954325093,0,0,0,0
2020-11-27,"łódzkie","1004","051011904000","łęczycki",49747,7,1.40712002733833,0,0,0,0
2020-11-27,"łódzkie","1005","051011905000","łowicki",78099,8,1.02434090065174,0,0,0,0
2020-11-27,"łódzkie","1006","051011506000","łódzki wschodni",72179,35,4.84905581955971,2,0,2,0.27708890397484
2020-11-27,"łódzkie","1007","051011707000","opoczyński",76106,6,0.788374109794234,9,6,3,1.18256116469135
2020-11-27,"łódzkie","1008","051011508000","pabianicki",119291,99,8.29903345600255,1,0,1,0.0838286207677025
2020-11-27,"łódzkie","1009","051011809000","pajęczański",51220,12,2.34283483014447,1,0,1,0.195236235845373
2020-11-27,"łódzkie","1010","051011710000","piotrkowski",91353,20,2.18930960121726,2,0,2,0.218930960121726
2020-11-27,"łódzkie","1011","051011811000","poddębicki",41108,13,3.16240147903085,0,0,0,0
2020-11-27,"łódzkie","1012","051011712000","radomszczański",112644,27,2.39693192713327,2,0,2,0.177550513120983
2020-11-27,"łódzkie","1013","051011913000","rawski",48592,14,2.8811326967402,2,1,1,0.411590385248601
2020-11-27,"łódzkie","1014","051011814000","sieradzki",117674,60,5.09883236738787,0,0,0,0
2020-11-27,"łódzkie","1015","051011915000","skierniewicki",38174,6,1.57175040603552,0,0,0,0
2020-11-27,"łódzkie","1016","051011716000","tomaszowski",116519,67,5.75013517108798,5,0,5,0.429114565006565
2020-11-27,"łódzkie","1017","051011817000","wieluński",76256,14,1.83592110784725,1,1,0,0.131137221989089
2020-11-27,"łódzkie","1018","051011818000","wieruszowski",42105,10,2.37501484384277,0,0,0,0
2020-11-27,"łódzkie","1019","051011819000","zduńskowolski",66380,25,3.76619463693884,0,0,0,0
2020-11-27,"łódzkie","1020","051011520000","zgierski",166113,89,5.35779860697236,4,0,4,0.240799937392016
2020-11-27,"łódzkie","1021","051011521000","brzeziński",30833,11,3.56760613628255,0,0,0,0
2020-11-27,"łódzkie","1061","051011661000","Łódź",679941,363,5.3386985047232,11,3,8,0.16177874256737
2020-11-27,"łódzkie","1062","051011762000","Piotrków Trybunalski",73090,21,2.87317006430428,2,0,2,0.273635244219455
2020-11-27,"łódzkie","1063","051011963000","Skierniewice",48089,18,3.74305974339246,1,0,1,0.207947763521803
2020-11-27,"małopolskie","1201","011212001000","bocheński",106858,31,2.90104624829213,1,0,1,0.0935821370416815
2020-11-27,"małopolskie","1202","011212402000","brzeski",93201,9,0.965654874947694,0,0,0,0
2020-11-27,"małopolskie","1203","011212303000","chrzanowski",124536,26,2.08774972698657,0,0,0,0
2020-11-27,"małopolskie","1204","011212404000","dąbrowski",59174,23,3.88684219420692,1,0,1,0.168993138878562
2020-11-27,"małopolskie","1205","011212205000","gorlicki",108886,32,2.9388534797862,2,0,2,0.183678342486637
2020-11-27,"małopolskie","1206","011212006000","krakowski",279239,82,2.93655255891906,2,2,0,0.0716232331443674
2020-11-27,"małopolskie","1207","011212207000","limanowski",131764,34,2.58037096627303,2,1,1,0.151786527427826
2020-11-27,"małopolskie","1208","011212008000","miechowski",48818,10,2.04842476135852,0,0,0,0
2020-11-27,"małopolskie","1209","011212009000","myślenicki",127600,39,3.0564263322884,3,0,3,0.235109717868339
2020-11-27,"małopolskie","1210","011212210000","nowosądecki",216796,18,0.830273621284526,1,1,0,0.0461263122935847
2020-11-27,"małopolskie","1211","011216911000","nowotarski",191782,16,0.834280589419236,0,0,0,0
2020-11-27,"małopolskie","1212","011212312000","olkuski",111217,22,1.97811485654172,0,0,0,0
2020-11-27,"małopolskie","1213","011212313000","oświęcimski",153486,69,4.49552402173488,0,0,0,0
2020-11-27,"małopolskie","1214","011212014000","proszowicki",43222,8,1.85090925917357,0,0,0,0
2020-11-27,"małopolskie","1215","011216915000","suski",84232,29,3.44287206762276,1,0,1,0.11871972646975
2020-11-27,"małopolskie","1216","011212416000","tarnowski",201497,60,2.97771182697509,0,0,0,0
2020-11-27,"małopolskie","1217","011216917000","tatrzański",68072,15,2.20354918321777,4,0,4,0.587613115524738
2020-11-27,"małopolskie","1218","011212318000","wadowicki",160006,28,1.74993437746085,1,0,1,0.0624976563378873
2020-11-27,"małopolskie","1219","011212019000","wielicki",129136,27,2.09081898153884,0,0,0,0
2020-11-27,"małopolskie","1261","011212161000","Kraków",779115,226,2.90072710703811,24,22,2,0.308041816676614
2020-11-27,"małopolskie","1262","011212262000","Nowy Sącz",83794,9,1.07406258204645,1,1,0,0.11934028689405
2020-11-27,"małopolskie","1263","011212463000","Tarnów",108470,55,5.07052641283304,0,0,0,0
2020-11-27,"mazowieckie","1401","071422701000","białobrzeski",33410,10,2.99311583358276,0,0,0,0
2020-11-27,"mazowieckie","1402","071422502000","ciechanowski",89423,40,4.47312212741688,0,0,0,0
2020-11-27,"mazowieckie","1403","071427103000","garwoliński",108981,12,1.10110936768795,1,0,1,0.0917591139739955
2020-11-27,"mazowieckie","1404","071427004000","gostyniński",44899,13,2.89538742510969,2,0,2,0.445444219247645
2020-11-27,"mazowieckie","1405","071413005000","grodziski",95963,30,3.12620489146859,5,0,5,0.521034148578098
2020-11-27,"mazowieckie","1406","071427306000","grójecki",98311,36,3.66184862324664,1,0,1,0.101718017312407
2020-11-27,"mazowieckie","1407","071422707000","kozienicki",59997,36,6.00030001500075,0,0,0,0
2020-11-27,"mazowieckie","1408","071412908000","legionowski",118585,48,4.04772947674664,3,0,3,0.252983092296665
2020-11-27,"mazowieckie","1409","071422709000","lipski",33874,9,2.65690500088564,3,0,3,0.885635000295212
2020-11-27,"mazowieckie","1410","071427110000","łosicki",30774,12,3.89939559368298,1,0,1,0.324949632806915
2020-11-27,"mazowieckie","1411","071422611000","makowski",44892,7,1.55929787044462,0,0,0,0
2020-11-27,"mazowieckie","1412","071412912000","miński",154526,82,5.30655035398574,1,0,1,0.0647140287071431
2020-11-27,"mazowieckie","1413","071422513000","mławski",72626,14,1.92768430038829,0,0,0,0
2020-11-27,"mazowieckie","1414","071413014000","nowodworski",79378,19,2.39361032023987,2,0,2,0.251958981077881
2020-11-27,"mazowieckie","1415","071422615000","ostrołęcki",88654,5,0.563990344485302,0,0,0,0
2020-11-27,"mazowieckie","1416","071422616000","ostrowski",72328,19,2.62692180068576,0,0,0,0
2020-11-27,"mazowieckie","1417","071412917000","otwocki",124352,116,9.32835820895522,3,0,3,0.241250643335049
2020-11-27,"mazowieckie","1418","071413018000","piaseczyński",188281,125,6.63901296466452,3,0,3,0.159336311151948
2020-11-27,"mazowieckie","1419","071427019000","płocki",110952,63,5.67813108371188,2,0,2,0.180258129641647
2020-11-27,"mazowieckie","1420","071422520000","płoński",87054,67,7.69637236657707,2,0,2,0.229742458703793
2020-11-27,"mazowieckie","1421","071413021000","pruszkowski",165912,81,4.88210617676841,7,0,7,0.421910410338011
2020-11-27,"mazowieckie","1422","071422622000","przasnyski",52511,10,1.90436289539335,1,1,0,0.190436289539335
2020-11-27,"mazowieckie","1423","071422723000","przysuski",41455,6,1.44735255095887,1,0,1,0.241225425159812
2020-11-27,"mazowieckie","1424","071422524000","pułtuski",51824,11,2.12256869404137,0,0,0,0
2020-11-27,"mazowieckie","1425","071422725000","radomski",152291,43,2.82354177200229,1,1,0,0.065663762139588
2020-11-27,"mazowieckie","1426","071427126000","siedlecki",81362,18,2.2123349966815,1,0,1,0.122907499815639
2020-11-27,"mazowieckie","1427","071427027000","sierpecki",51954,11,2.11725757400778,2,0,2,0.384955922546868
2020-11-27,"mazowieckie","1428","071427328000","sochaczewski",85045,45,5.29131636192604,7,0,7,0.823093656299606
2020-11-27,"mazowieckie","1429","071427129000","sokołowski",53804,15,2.78789681064605,1,0,1,0.185859787376403
2020-11-27,"mazowieckie","1430","071422730000","szydłowiecki",39672,4,1.0082677959266,0,0,0,0
2020-11-27,"mazowieckie","1432","071413032000","warszawski zachodni",118613,67,5.64862198915802,5,4,1,0.421538954414777
2020-11-27,"mazowieckie","1433","071427133000","węgrowski",65822,19,2.88657287836893,1,0,1,0.151924888335207
2020-11-27,"mazowieckie","1434","071412934000","wołomiński",249299,91,3.65023525966811,0,0,0,0
